update,framesToTrain,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,6144,733.0506219542397,8,0.0,0.0,0,0,0.0,0.0,0,0,1.7863698254028957,0.2141946249951919,0.02753530504802863,0.02446871204301715,0.16010233412221922,0.0,0.0,0,0
update,framesToTrain,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,12288,921.5934302226153,15,0.012500000496705374,0.08569568591025352,0.0,0.6000000238418579,3.3333333333333335,22.852182001336814,0.0,160.0,1.8039720853169758,0.19888470756510893,0.033031291949252285,0.004962871646663795,0.07072223414170158,0.012500000496705374,0.08569568591025352,0.0,0.6000000238418579
3,18432,945.365276626735,22,0.012500000496705374,0.08569568591025352,0.0,0.6000000238418579,175.83333333333334,178.08978696776023,0.0,360.0,1.8604229042927425,0.16190360113978386,0.042025776424755655,0.0018463506227514397,0.04434549172243076,0.012500000496705374,0.08569568591025352,0.0,0.6000000238418579
4,24576,945.8831353038318,28,0.012500000496705374,0.08569568591025352,0.0,0.6000000238418579,175.83333333333334,178.08978696776023,0.0,360.0,1.90673832098643,0.1443157202253739,0.024827197038878996,0.0004644369024996801,0.025421482995206007,0.012500000496705374,0.08569568591025352,0.0,0.6000000238418579
5,30720,791.0714088131306,36,0.012500000496705374,0.08569568591025353,0.0,0.6000000238418579,183.33333333333334,178.10733343190063,0.0,360.0,1.9293382465839386,0.12110067624598742,0.021323797836278875,0.00022772494533758922,0.020395242263942622,0.012500000496705374,0.08569568591025353,0.0,0.6000000238418579
