update,framesToTrain,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
1,6144,927.6099081587206,7,0.0,0.0,0,0,0.0,0.0,0,0,1.787808229525884,0.17992622094849745,0.02031123305399281,0.02629021128329138,0.16040796091552073,0.0,0.0,0,0
update,framesToTrain,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
2,12288,876.5265317621859,14,0.0,0.0,0,0,0.0,0.0,0,0,1.7932491153478622,0.18212351823846498,0.026563268426495295,0.005952337950778504,0.0826002548926047,0.0,0.0,0,0
3,18432,991.0596957065906,20,0.0,0.0,0,0,0.0,0.0,0,0,1.8463211705287297,0.16943355153004327,0.027667468258490164,0.0010370024441120524,0.028587924483004623,0.0,0.0,0,0
4,24576,1023.2704582785593,26,0.0,0.0,0,0,0.0,0.0,0,0,1.905109778046608,0.14841677621006966,0.023483162668223184,0.0005100136453014178,0.0255967329440205,0.0,0.0,0,0
5,30720,1046.4387544417136,32,0.0,0.0,0.0,0.0,320.0,320.0,0.0,640.0,1.9233974168697994,0.11853159219026566,0.03183881395185987,0.0005591552471742034,0.022790246290039912,0.0,0.0,0.0,0.0
