update,framesToTrain,FPS,duration,rreturn_mean,rreturn_std,rreturn_min,rreturn_max,num_frames_mean,num_frames_std,num_frames_min,num_frames_max,entropy,value,policy_loss,value_loss,grad_norm,return_mean,return_std,return_min,return_max
7,43008,948.6788718182248,15,0.007604166865348816,0.052131541552645794,0.0,0.36500000953674316,5.291666666666667,36.2778389271222,0.0,254.0,1.9377981921037037,0.08662526464710633,0.01429178511413435,0.00017908490099216579,0.012584101677557559,0.007604166865348816,0.052131541552645794,0.0,0.36500000953674316
8,49152,947.9001066791161,21,0.01427083338300387,0.06859444241986189,0.0,0.36500000953674316,175.95833333333334,176.98610566149597,0.0,360.0,1.9386233538389206,0.07301382627338171,0.01788989353614549,0.0002717385759751778,0.01672092286319471,0.01427083338300387,0.06859444241986189,0.0,0.36500000953674316
9,55296,754.6949890594751,30,0.029739583532015484,0.124538983792071,0.0,0.7425000071525574,178.10416666666666,175.45752567493997,0.0,360.0,1.9406871696313222,0.06104477494955063,0.008419855129128942,0.0003160621666514392,0.012704977077413514,0.029739583532015484,0.124538983792071,0.0,0.7425000071525574
10,61440,736.0021514160737,38,0.023750000322858494,0.11921946818433111,0.0,0.7425000071525574,492.1666666666667,152.9804362946089,103.0,640.0,1.9373644689718883,0.052602834068238735,0.012531119670408467,0.0003881325798526329,0.01513891666519738,0.023750000322858494,0.11921946818433111,0.0,0.7425000071525574
11,67584,884.8502281210702,7,0.0,0.0,0,0,0.0,0.0,0,0,1.939213141798973,0.038513936723272,0.0069868332939222455,7.457675913731994e-05,0.009055224556446834,0.0,0.0,0,0
12,73728,661.2955418743635,16,0.0,0.0,0,0,0.0,0.0,0,0,1.9426532288392384,0.03222225280478597,0.005797273789842923,3.185591708643187e-05,0.0040883234568301,0.0,0.0,0,0
13,79872,842.5106097152185,24,0.0,0.0,0,0,0.0,0.0,0,0,1.9436757216850917,0.027122938617443044,0.004866529013573502,1.995192496906384e-05,0.0038914593183563277,0.0,0.0,0,0
14,86016,979.8316553509254,30,0.0,0.0,0,0,0.0,0.0,0,0,1.9438255578279495,0.022986595596497256,0.003961284159837912,2.3453110316040693e-05,0.0033286735523548484,0.0,0.0,0,0
15,92160,974.5165489825924,36,0.0,0.0,0,0,0.0,0.0,0,0,1.9440509329239528,0.020748107926920056,0.0035683789368097982,1.9324145796417724e-05,0.0032175580883166306,0.0,0.0,0,0
16,98304,934.6229962892247,7,0.0,0.0,0,0,0.0,0.0,0,0,1.944380834698677,0.01805527399604519,0.0031944370615140847,1.8251938551353913e-05,0.003084495169187513,0.0,0.0,0,0
17,104448,943.3031600676856,13,0.0,0.0,0,0,0.0,0.0,0,0,1.944568360845248,0.015045071369968355,0.002677136401568229,1.3277829073861843e-05,0.002397347389349824,0.0,0.0,0,0
18,110592,744.6182580400169,22,0.012630208084980646,0.08658834416182004,0.0,0.606249988079071,5.833333333333333,39.991318502339425,0.0,280.0,1.9421660055716832,0.013881113496609032,0.0009221198179147905,0.0003009983817416166,0.016235557184055848,0.012630208084980646,0.08658834416182004,0.0,0.606249988079071
19,116736,749.5799477314533,30,0.012630208084980646,0.08658834416182004,0.0,0.606249988079071,5.833333333333333,39.991318502339425,0.0,280.0,1.9440439691146214,0.013143700043049952,0.0019684159196913242,2.647363263956019e-05,0.004624300305782844,0.012630208084980646,0.08658834416182004,0.0,0.606249988079071
20,122880,1031.040301819842,36,0.012630208084980646,0.08658834416182004,0.0,0.606249988079071,312.5,316.61293403776165,0.0,640.0,1.9446969330310822,0.010497284781498214,0.002690099693912392,1.8499203179089818e-05,0.0033760627552481986,0.012630208084980646,0.08658834416182004,0.0,0.606249988079071
